yr_wk,user_id,new_segment_tag
2019-23,5ceb1220506ced0019b70396,New
2019-23,5ced2f24aec0a60019518017,New
2019-23,5c15a174a545e800182ace22,New
2019-23,5cf650e7c537c60019cd4352,New
2019-23,5cf93b4ca29d41001aa7d45f,New
2019-23,5be4a6acbf94bf001827d038,New
2019-23,5b6cabb3bb3626000f1fbd4c,New
2019-23,5cfc0e5a7a6e1000192acb6d,New
2019-23,5cfa9c22c47955001824cc29,New
2019-23,5cf97e4bf87e660018ad1155,New
2019-23,5cfbb7922def180019fbb659,New
2019-23,5cf9bbc90b4bb30019c06679,New
2019-23,5cf8f03fc479550018246113,New
2019-23,5c4f5641a87d86001a5ff489,New
2019-23,5cf6338b4339950018991337,New
2019-23,5cf3eba79b391f00183ef975,New
2019-23,5cf5536d2b69cf0019143d17,New
2019-23,5cf4255c92a8170018e1291d,New
2019-23,5c66bdd36fc68f001975603a,New
2019-23,5b115bd33218e5000f835c3b,New
2019-23,5cefa8b690bebf00197ff46b,New
2019-23,5cf8dbd5c479550018245c60,New
2019-23,5cf453691e9c9e0018f4557a,New
2019-23,5cf990c60b4bb30019c05f41,New
2019-23,5cd2c3dbed3cbc00195da22b,New
2019-23,5cf76a5af87e660018ac9777,New
2019-23,5cfbf5162def180019fbe027,New
2019-23,5b89b4318cc311001019d98c,New
2019-23,5b8a6345acd091000f520890,New
2019-23,5b5f4c6ac32bbb0010cd9b0a,New
2019-23,5b27ca26e0e5c30010a922e2,New
2019-23,5cfa4114ee1c4d00189e9467,New
2019-23,5b44f56248b34600109c5463,New
2019-23,5c2fb0989b2e3300182a635a,New
2019-23,5cf6e2fec479550018240078,New
2019-23,5cf6f21200e97e00198f4ab5,New
2019-23,5cfadd03f87e660018ad6ced,New
2019-23,5cf948feee1c4d00189e6350,New
2019-23,5c4f6641c8b7be0018c40a28,New
2019-23,5ce48df7ca68d20019b4ea9a,New
2019-23,5be1e8c2c37c1c00183ad129,New
2019-23,5cfaac54f87e660018ad5b92,New
2019-23,5cfb87c42def180019fb8f58,New
2019-23,5cf61225c537c60019cd2b9b,New
2019-23,5cfa529d7a6e1000192a1a95,New
2019-23,5cfb69b8ee1c4d00189ee88b,New
2019-23,5b7d088723047f000fccda40,New
2019-23,5cfb4a8cee1c4d00189ede63,New
2019-23,5be91344363dab00190c4685,New
2019-23,5cf57fd0aee3f3001ae23d26,New
2019-23,5cf8e5529f935e001811f467,New
2019-23,5c9e329070b03e00194131c1,New
2019-23,5cf9988de08abb00181ca888,New
2019-23,5cc7ab788f0c3b001a420024,New
2019-23,5cd49863f5cfd10018cfb827,New
2019-23,5cfabb493d797d0019773986,New
2019-23,5cf238a31e11ea0018e61495,New
2019-23,5cf8cb0f0450b6001915c7b3,New
2019-23,5cf46fd4fafd9d0018ca1693,New
2019-23,5cb207c1d5ce20001a80d72b,New
2019-23,5cf445e699bd99001b05fa65,New
2019-23,5cfd824af7d33c0018d84d60,New
2019-23,5cfd460a6ee483001874f315,New
2019-23,5cfa55c4c47955001824b27a,New
2019-23,5b8b70a99e4abe001101b39a,New
2019-23,5cf57bcec4a7f300182b989d,New
2019-23,5c06211f6338200019491a8c,New
2019-23,5cf669114339950018992a9f,New
2019-23,5cfb9b637a6e1000192a7c56,New
2019-23,5cf5e656f5de160018c2e7a3,New
2019-23,5cfa56d79f935e0018125289,New
2019-23,5ce3737d6881f200186c3229,New
2019-23,5b948076cb5c6a00103dc80e,New
2019-23,5b944f472666e9000f5b8bd4,New
2019-23,5b814dcfd6d25000104c233f,New
2019-23,5cf9b37e0b4bb30019c0655f,New
2019-23,5ba4de96828fd10010e5786f,New
2019-23,5cfc59d8f7bf0d001849ae6b,New
2019-23,5cfb6a5ff87e660018ad9044,New
2019-23,5cf6cbcdc27bc60018ec5898,New
2019-23,5cf6ca714a121b001866ff91,New
2019-23,5c70438b8480ad001829765a,New
2019-23,5c6be21389b51200180c1077,New
2019-23,5c263761316faf0018aad567,New
2019-23,5cf46d6fa4336a00180d835a,New
2019-23,5cf461221e9c9e0018f45a95,New
2019-23,5cf597e66d204700184fae2a,New
2019-23,5b4578c848b34600109c66f9,New
2019-23,5cf98e7dee1c4d00189e7727,New
2019-23,5cf58d9037690f001855c470,New
2019-23,5cfc17072def180019fbfe1a,New
2019-23,5c4701aabc5de200199bb241,New
2019-23,5bd6f1d332910c0019e18c78,New
2019-23,5bb8c0e67f868800107f0d80,New
2019-23,5ceeff6162f73f0018930135,New
2019-23,5b4ffeb97e206b0010420d55,New
2019-23,5cc76aac213e950018f6cb22,New
2019-23,5cfbbd68609cd700182b6d3c,New
2019-23,5cf936350b4bb30019c04498,New
2019-23,5cbf59759c694e001909f784,New
2019-23,5cf44b96fafd9d0018ca0991,New
2019-23,5c4f1f04d1bf7500191a0f3a,New
2019-23,5cf7138aee1c4d00189de81d,New
2019-23,5cf99b450b4bb30019c06199,New
2019-23,5cf7f57a9f935e001811be53,New
2019-23,5cf6f2a8f87e660018ac8a42,New
2019-23,5cf0ca672673a10019869e56,New
2019-23,5cf6656cf8639d0019466728,New
2019-23,5cfc3530aa16ed0018e22820,New
2019-23,5cfb92373d797d0019777430,New
2019-23,5cf6bcfd286a5f0018c5b401,New
2019-23,5cf64d81c537c60019cd423c,New
2019-23,5b05d083c332e300104388ed,New
2019-23,5ca81ecc992cb90018f4c366,New
2019-23,5bcf82d6072fae0019e9486d,New
2019-23,5cfcd3ab84d93400193aa596,New
2019-23,5cf45b6989a2520018d50d6d,New
2019-23,5cf96bdc7d47c0001914c985,New
2019-23,5c25d7eb316faf0018aac15b,New
2019-23,5ba768714a6b92001016dd6e,New
2019-23,5cf490fa22f60600184dd882,New
2019-23,5ce719cf36a08a0019b27d35,New
2019-23,5cfbd500609cd700182b7b3b,New
2019-23,5cfa364c00e97e00198ff718,New
2019-23,5a8e8e53aa89f0000fc9c8fa,New
2019-23,5cfd6dffcb23bc00181eec69,New
2019-23,5c97dcc6ae7beb00182fec6d,New
2019-23,5cfae43f2def180019fb671a,New
2019-23,5cf7beb89f935e001811b03e,New
2019-23,5c8d68544819a10018a84024,New
2019-23,5ce9a76926480b00183ebb77,New
2019-23,5cf600693a037e0019876e93,New
2019-23,5b3b6e1d204c00000f4165f1,New
2019-23,5c442c51048ac40018bb1295,New
2019-23,5bb1d0081ce2730010d44493,New
2019-23,5cf81eed0b4bb30019c00368,New
2019-23,5cf2aeed7de9a0001800a987,New
2019-23,5cf69b83b1465800199d414e,New
2019-23,5c6d0808fa9e8f0019054b6a,New
2019-23,5cfc067e1331bc0018f0e1a6,New
2019-23,5bb258dc8c9d14000fbf6283,New
2019-23,5b0fb11272a77e001006f810,New
2019-23,5cf6840e76a9a10019ecea9f,New
2019-23,5cf3bc293569c5001976ea8b,New
2019-23,5c9bb9ea5764c3001931f094,New
2019-23,5b9af6e8311084000f460ef8,New
2019-23,5cfb946a7d47c0001915501b,New
2019-23,5c50f2dd71e8400018bce081,New
2019-23,5cf081662673a1001986937e,New
2019-23,5ba4f48b29ac3b0010a51475,New
2019-23,5b6022f93a0117000f68fbbb,New
2019-23,5c8a399046b7bd0019c49795,New
2019-23,5cf546e55e0e0100188b6638,New
2019-23,5b75ff7b199815000fa8aa3d,New
2019-23,5cfcf7edd01944001856ae1b,New
2019-23,5cf4e30bfafd9d0018ca5563,New
2019-23,5cfc075865b36e0018505b1b,New
2019-23,5bac05b3f64d14000f88ab4c,New
2019-23,5c0933bd96326400185ca94b,New
2019-23,5bcb126cecf3800018f9ba89,New
2019-23,5cfbc8247d47c00019158585,New
2019-23,5cde242aa77d760018a28f67,New
2019-23,5c1ff09f4d4849001835e452,New
2019-23,5c0dfc0729a505001a48122c,New
2019-23,5cf3e3beef05bf001884ff30,New
2019-23,5b0db060b60479000fc101cc,New
2019-23,5cf92ce70b4bb30019c04179,New
2019-23,5ce9541b0da93a001906c883,New
2019-23,5cfd48e2566c3d0018c34a37,New
2019-23,5cf8bee6a29d41001aa7b17c,New
2019-23,5cf9b7227d47c0001914dc13,New
2019-23,5ceea906589bdf001884be29,New
2019-23,5b8af9b1ee5c6d000fe3780c,New
2019-23,5cd979165f1f0500184bfb1a,New
2019-23,5cfa700000e97e0019900a15,New
2019-23,5cfac520c47955001824de79,New
2019-23,5ba3870c02b1b8000fead278,New
2019-23,5cc45263495dab00195a305b,New
2019-23,5ca3cc355211d00018e5f634,New
2019-23,5cf7a7ed00e97e00198f615f,New
2019-23,5afadaf29201f4000f550f0b,New
2019-23,5ccb2ca801668e001897a12d,New
2019-23,5ce93f9ea0a4090018c9a38a,New
2019-23,5cf2b5260e763500189f1ac0,New
2019-23,5cf3091a2ea6940018e26e34,New
2019-23,5cf3afc63569c5001976de4a,New
2019-23,5cfc5ef9ba8043001a98b26e,New
2019-23,5cfbfb91a29d41001aa8d278,New
2019-23,5cf39c31f55cf20018cc3a68,New
2019-23,5cf238d30e763500189ef014,New
2019-23,5c505447d2de3d0018bf3c28,New
2019-23,5cf8597d9f935e001811de1f,New
2019-23,5c0610f950dc1d001c3fbe6a,New
2019-23,5cf6fc250b4bb30019bfd172,New
2019-23,5be5947d6a0b8300195ac048,New
2019-23,5c9113bef93cfb0018d97c44,New
2019-23,5cf2f6ac385f230018cc0f9a,New
2019-23,5cf2faa763bbe100181e277f,New
2019-23,5b88f64b1cbea5000f308527,New
2019-23,5cf79c6bd10b7d001a7b9e7a,New
2019-23,5c93e6f32ed93a00199d24c3,New
2019-23,5c9809d8a5f7b10018bbdb7d,New
2019-23,5b99b30dc28bbd00104af73d,New
2019-23,5cf7c03a1d3498001813fd93,New
2019-23,5cf99d4a7a6e10001929fc38,New
2019-23,5b9a930005d5a4001087a826,New
2019-23,5ba957b36b3abd000f018e9b,New
2019-23,5b58174bad6553000f0d9225,New
2019-23,5ccdcfe8d32bcc00189b2942,New
2019-23,5cf5ab8d6e0752001aa8524f,New
2019-23,5c402e6a127d790018f3c98c,New
2019-23,5cfbdd9b5f58a50018543253,New
2019-23,5cfaee227a6e1000192a5079,New
2019-23,5cf9a3729f935e0018123469,New
2019-23,5c8fc31dc1d1f20018ed4849,New
2019-23,5b37ef0c15b7f900106a66d2,New
2019-23,5b86f5be3ca80f000fee4b92,New
2019-23,5ce946bf34f1e60018c2bc77,New
2019-23,5cf13ad2a8701800183f3599,New
2019-23,5aed66f36da10900101407aa,New
2019-23,5b16699f6c0d2d0010303adb,New
2019-23,5c17a5f56ef50c0018cc761c,New
2019-23,5b79ccd31a47a20010f9fc94,New
2019-23,5cf468c7a4336a00180d8189,New
2019-23,5ce2b931b5ef0400185a119e,New
2019-23,5cfd077e0d7f530019ff7a39,New
2019-23,5bceac557283a00019201d47,New
2019-23,5c8df80cef9ead0018cc774b,New
2019-23,5cfa58ede08abb00181ccd36,New
2019-23,5cf4fef8c4051a0018e8df1a,New
2019-23,5cf9719fee1c4d00189e6e3c,New
2019-23,5cf7d4d6d10b7d001a7bab2a,New
2019-23,5cfa8709e942d300192d0588,New
2019-23,5cf526f265cf610018e8564e,New
2019-23,5cfb5408e942d300192d3e59,New
2019-23,5cfaae1b3d797d0019773432,New
2019-23,5cfbee6c609cd700182b8b65,New
2019-23,5cf1611470eb26001a81a169,New
2019-23,5cfd907c1c465600189db622,New
2019-23,5cfbbfc9e942d300192d7473,New
2019-23,5cfd95508888130018475344,New
2019-23,5c22216c79e77c001983dd4c,New
2019-23,5bb0d0ab6d81fc001053ba88,New
2019-23,5c5cbceb0435600018592599,New
2019-23,5c64efadf975f9001d5f6b23,New
2019-23,5b51e7021136a10010728e99,New
2019-23,5bad05a1ee57950010682b31,New
2019-23,5cf4f3de51e9180018d82236,New
2019-23,5cf565402b69cf0019144387,New
2019-23,5c61ddad1bf1760019c62767,New
2019-23,5cdff9160e619e00186b6886,New
2019-23,5cfb53122def180019fb7d5b,New
2019-23,5bedc6db57918500199de8a7,New
2019-23,5cec2c4d7c09f40018b7595b,New
2019-23,5b54050dcac7b30010869bef,New
2019-23,5cfd32923d17a6001813042a,New
2019-23,5c8cbab5ffdadd0018c73241,New
2019-23,5cfaf6cd7a6e1000192a5287,New
2019-23,5cf4493ea4336a00180d75a6,New
2019-23,5cfbb69d3d797d001977a8d6,New
2019-23,5c40de350aabb60019ee05b0,New
2019-23,5cf4e212d8d97c0018a7ce30,New
2019-23,5cfb8c32e942d300192d4e90,New
2019-23,5bb05a1ec60fee000faa7753,New
2019-23,5cc61754bdb0b70018f7a916,New
2019-23,5a1d7b7e7fae1e000f1da36d,New
2019-23,5cfa2bbaf87e660018ad3222,New
2019-23,5cdbe9f77e912b0019435e4f,New
2019-23,5b73478a11fd6a000f20bd69,New
2019-23,5cf68e1b49bee70018f8fc53,New
2019-23,5aa6d2bb35a3190012d6ce03,New
2019-23,5ce457dc1848970018b17e5a,New
2019-23,5c1729f563320c001861fdae,New
2019-23,5cfccc23567b77001845449b,New
2019-23,5b9c5b89705c28000f479f27,New
2019-23,5c33ad22abc401001915b634,New
2019-23,5c38cc4db8ea51001812d69e,New
2019-23,5cfc06275f7b4600182c4523,New
2019-23,5cfb9b7da29d41001aa87429,New
2019-23,5c079aa19dca100019e05716,New
2019-23,5cf983e30b4bb30019c05c23,New
2019-23,5cfa64aef87e660018ad416e,New
2019-23,5ba61b3c5b75c60010054d9c,New
2019-23,5ce406501848970018b1492f,New
2019-23,5ba0dcd8861c530010bc0c5a,New
2019-23,5b4832453b7c15000f6e560f,New
2019-23,5cfbd98c5f58a50018543076,New
2019-23,5cddd452a77d760018a28138,New
2019-23,5cfb656fa29d41001aa86088,New
2019-23,5b4ba22da29ca1000f3ce87c,New
2019-23,5cf7f0f0d10b7d001a7bb21f,New
2019-23,5cfa6c9e9f935e0018125b3b,New
2019-23,5b6790886284920010ca9228,New
2019-23,5a29158dee0601000f27db35,New
2019-23,5cfa96f500e97e00199018a1,New
2019-23,5cfbeda77a6e1000192aa95a,New
2019-23,5cfd0e220d7f530019ff8384,New
2019-23,5cfd219ecb23bc00181e9b7e,New
2019-23,5ab32ef71506910010a16170,New
2019-23,5cea96060ebd7d0018aa604f,New
2019-23,5b293a72423902000f5c4a3f,New
2019-23,5cf868e4c479550018244a65,New
2019-23,5cf65d8bf5de160018c3117f,New
2019-23,5af02a68eecc230010e05e5d,New
2019-23,5cfbdbe72def180019fbca93,New
2019-23,5cfcee49ba8043001a99215f,New
2019-23,5b75af879a3150000f57adf8,New
2019-23,5ab983dae37bbc00105bc47e,New
2019-23,5b53635f049440000f0ea1b3,New
2019-23,5cf6e2e10b4bb30019bfcc6e,New
2019-23,5cf7be02f87e660018aca398,New
2019-23,5cebb3157aa5f600187f648a,New
2019-23,5cfaf6d03d797d001977495d,New
2019-23,5c17a43d25d05c001864fb5c,New
2019-23,5cfbf1a75f58a5001854437c,New
2019-23,5b7c48e23e7837000fb9a468,New
2019-23,5bae544838d015000f637b1d,New
2019-23,5b58d3dd67c0300010def029,New
2019-23,5cdda77b603c850018362436,New
2019-23,5cf5b1e44fbd470018496fbe,New
2019-23,5bea82ca03ef24001864952a,New
2019-23,5c2e7bcf7baa530018c51637,New
2019-23,5cf766950b4bb30019bfdc6f,New
2019-23,5cfcb1920d7f530019ff282b,New
2019-23,5cfa54209f935e001812518c,New
2019-23,5ced2785bd9dba0019bdf29a,New
2019-23,5cecc6dd7e667200188c342f,New
2019-23,5cf11fa37a72a70018335314,New
2019-23,5cf83c089f935e001811da1f,New
2019-23,5cf726710b4bb30019bfd55c,New
2019-23,5cf4e53e6355a6001a53be15,New
2019-23,5c111cadf7377200188e6c6c,New
2019-23,5cdc253d1783ba00196a4923,New
2019-23,5cfb7d7cc479550018250e47,New
2019-23,5cfbcb06a29d41001aa8af8b,New
2019-23,5cf9618e7d47c0001914c69c,New
2019-23,5cf0f30510d63b0018e7c859,New
2019-23,5cf593ebace4e000185d6936,New
2019-23,5cf2e76dd7e79f001984108d,New
2019-23,5cf9101cc479550018246a8a,New
2019-23,5cfa9acd7d47c00019150d4e,New
2019-23,5cb5395dbe7b98001886cd24,New
2019-23,5cf656423dcc630019a3403f,New
2019-23,5cf940b6c479550018247c18,New
2019-23,5aba3ef4fba4aa0010f07e18,New
2019-23,5b53786e7706a700109453aa,New
2019-23,5cfbc610e942d300192d783d,New
2019-23,5cd052de0c20fd00183d3862,New
2019-23,5caa1de6c778430018719768,New
2019-23,5cf7eee5d10b7d001a7bb17a,New
2019-23,5a1f01b384b0d7000fb4f73a,New
2019-23,5cf8f3290b4bb30019c02e20,New
2019-23,5cf966639f935e001812234a,New
2019-23,5cf7547f00e97e00198f5732,New
2019-23,5cf580dcdea577001941d870,New
2019-23,5cfc2ae55f7b4600182c6a36,New
2019-23,5cf9899d7d47c0001914d048,New
2019-23,5cf2e562cb4575001887467a,New
2019-23,5cfd8affc37d990018f65c5c,New
2019-23,5c55f7f617e85e001a09af49,New
2019-23,5ba513cac41932000f7cf095,New
2019-23,5cf45179fafd9d0018ca0c4e,New
2019-23,5cfd8da45612de0019c6ce48,New
2019-23,5cf7c7fa0b4bb30019bfeb4a,New
2019-23,5cfbe53a42f68400180c17b4,New
2019-23,5cf33b1b17a9120019eec46e,New
